Thermal calculator data file
Last updated date: 2016-08-11, 23:02:28

Thermal model: Gringarten equation
Base data
Parameter	Value	Unit	
Specific heat of rock	800	J/kg¡ÆC	
Specific heat of fluid	4178	J/kg¡ÆC	
Rock density	2628	kg/m^3	
Thermal conductivity of rock, k	3.018	W/m¡ÆC	
Initial rock temperature	180	¡ÆC	
Injection fluid temperature	60	¡ÆC	

Variables
Variable	Value	Unit	
Width of fracture	600	m	
Mass flow rate	40	kg/s	
Number of fractures	5		
Fracture spacing	60	m	
Distance from injection	800	m	
Time	30	years	

Calculation results
Outlet fluid temperature	161.67	¡ÆC	
Rock temperature distribution
Z	X	Temperature	
m	m	¡ÆC	
384.00	10.20	118.16	
392.00	10.20	119.55	
400.00	10.20	120.93	
408.00	10.20	122.30	
416.00	10.20	123.65	
424.00	10.20	125.00	
432.00	10.20	126.33	
440.00	10.20	127.64	
448.00	10.20	128.94	
456.00	10.20	130.23	
464.00	10.20	131.50	
472.00	10.20	132.75	
480.00	10.20	133.99	
488.00	10.20	135.21	
496.00	10.20	136.41	
504.00	10.20	137.59	
512.00	10.20	138.76	
520.00	10.20	139.90	
528.00	10.20	141.03	
536.00	10.20	142.14	
544.00	10.20	143.23	
552.00	10.20	144.30	
560.00	10.20	145.34	
568.00	10.20	146.37	
576.00	10.20	147.38	
584.00	10.20	148.37	
592.00	10.20	149.34	
600.00	10.20	150.29	
608.00	10.20	151.21	
616.00	10.20	152.12	
624.00	10.20	153.01	
632.00	10.20	153.88	
640.00	10.20	154.72	
648.00	10.20	155.55	
656.00	10.20	156.36	
664.00	10.20	157.14	
672.00	10.20	157.91	
680.00	10.20	158.66	
688.00	10.20	159.39	
696.00	10.20	160.10	
704.00	10.20	160.79	
712.00	10.20	161.47	
720.00	10.20	162.12	
728.00	10.20	162.76	
736.00	10.20	163.38	
744.00	10.20	163.98	
752.00	10.20	164.56	
760.00	10.20	165.13	
768.00	10.20	165.68	
776.00	10.20	166.22	
784.00	10.20	166.73	
792.00	10.20	167.24	
800.00	10.20	167.72	
0.00	10.50	61.93	
8.00	10.50	62.46	
16.00	10.50	63.03	
24.00	10.50	63.64	
32.00	10.50	64.29	
40.00	10.50	64.98	
48.00	10.50	65.71	
56.00	10.50	66.48	
64.00	10.50	67.29	
72.00	10.50	68.13	
80.00	10.50	69.02	
88.00	10.50	69.94	
96.00	10.50	70.89	
104.00	10.50	71.88	
112.00	10.50	72.91	
120.00	10.50	73.96	
128.00	10.50	75.05	
136.00	10.50	76.17	
144.00	10.50	77.31	
152.00	10.50	78.49	
160.00	10.50	79.69	
168.00	10.50	80.91	
176.00	10.50	82.16	
184.00	10.50	83.43	
192.00	10.50	84.72	
200.00	10.50	86.03	
208.00	10.50	87.36	
216.00	10.50	88.71	
224.00	10.50	90.07	
232.00	10.50	91.44	
240.00	10.50	92.83	
248.00	10.50	94.23	
256.00	10.50	95.64	
264.00	10.50	97.06	
272.00	10.50	98.48	
280.00	10.50	99.91	
288.00	10.50	101.35	
296.00	10.50	102.78	
304.00	10.50	104.23	
312.00	10.50	105.67	
320.00	10.50	107.11	
328.00	10.50	108.55	
336.00	10.50	109.98	
344.00	10.50	111.42	
352.00	10.50	112.84	
360.00	10.50	114.27	
368.00	10.50	115.68	
376.00	10.50	117.09	
384.00	10.50	118.49	
392.00	10.50	119.88	
400.00	10.50	121.25	
408.00	10.50	122.62	
416.00	10.50	123.97	
424.00	10.50	125.32	
432.00	10.50	126.64	
440.00	10.50	127.96	
448.00	10.50	129.26	
456.00	10.50	130.54	
464.00	10.50	131.81	
472.00	10.50	133.06	
480.00	10.50	134.29	
488.00	10.50	135.51	
496.00	10.50	136.71	
504.00	10.50	137.89	
512.00	10.50	139.05	
520.00	10.50	140.19	
528.00	10.50	141.31	
536.00	10.50	142.42	
544.00	10.50	143.50	
552.00	10.50	144.57	
560.00	10.50	145.61	
568.00	10.50	146.64	
576.00	10.50	147.64	
584.00	10.50	148.62	
592.00	10.50	149.59	
600.00	10.50	150.53	
608.00	10.50	151.45	
616.00	10.50	152.36	
624.00	10.50	153.24	
632.00	10.50	154.10	
640.00	10.50	154.94	
648.00	10.50	155.77	
656.00	10.50	156.57	
664.00	10.50	157.35	
672.00	10.50	158.12	
680.00	10.50	158.86	
688.00	10.50	159.58	
696.00	10.50	160.29	
704.00	10.50	160.98	
712.00	10.50	161.65	
720.00	10.50	162.30	
728.00	10.50	162.93	
736.00	10.50	163.54	
744.00	10.50	164.14	
752.00	10.50	164.72	
760.00	10.50	165.28	
768.00	10.50	165.83	
776.00	10.50	166.36	
784.00	10.50	166.88	
792.00	10.50	167.37	
800.00	10.50	167.86	
0.00	10.80	61.98	
8.00	10.80	62.51	
16.00	10.80	63.09	
24.00	10.80	63.71	
32.00	10.80	64.37	
40.00	10.80	65.07	
48.00	10.80	65.81	
56.00	10.80	66.59	
64.00	10.80	67.41	
72.00	10.80	68.26	
80.00	10.80	69.16	
88.00	10.80	70.08	
96.00	10.80	71.05	
104.00	10.80	72.05	
112.00	10.80	73.08	
120.00	10.80	74.14	
128.00	10.80	75.24	
136.00	10.80	76.36	
144.00	10.80	77.52	
152.00	10.80	78.70	
160.00	10.80	79.91	
168.00	10.80	81.14	
176.00	10.80	82.39	
184.00	10.80	83.67	
192.00	10.80	84.97	
200.00	10.80	86.29	
208.00	10.80	87.62	
216.00	10.80	88.97	
224.00	10.80	90.34	
232.00	10.80	91.72	
240.00	10.80	93.11	
248.00	10.80	94.52	
256.00	10.80	95.93	
264.00	10.80	97.35	
272.00	10.80	98.78	
280.00	10.80	100.22	
288.00	10.80	101.65	
296.00	10.80	103.10	
304.00	10.80	104.54	
312.00	10.80	105.98	
320.00	10.80	107.42	
328.00	10.80	108.87	
336.00	10.80	110.30	
344.00	10.80	111.74	
352.00	10.80	113.17	
360.00	10.80	114.59	
368.00	10.80	116.00	
376.00	10.80	117.41	
384.00	10.80	118.81	
392.00	10.80	120.20	
400.00	10.80	121.57	
408.00	10.80	122.94	
416.00	10.80	124.29	
424.00	10.80	125.63	
432.00	10.80	126.96	
440.00	10.80	128.27	
448.00	10.80	129.57	
456.00	10.80	130.85	
464.00	10.80	132.11	
472.00	10.80	133.36	
480.00	10.80	134.59	
488.00	10.80	135.80	
496.00	10.80	137.00	
504.00	10.80	138.18	
512.00	10.80	139.33	
520.00	10.80	140.47	
528.00	10.80	141.59	
536.00	10.80	142.69	
544.00	10.80	143.77	
552.00	10.80	144.83	
560.00	10.80	145.87	
568.00	10.80	146.89	
576.00	10.80	147.89	
584.00	10.80	148.87	
592.00	10.80	149.83	
600.00	10.80	150.77	
608.00	10.80	151.69	
616.00	10.80	152.59	
624.00	10.80	153.47	
632.00	10.80	154.32	
640.00	10.80	155.16	
648.00	10.80	155.98	
656.00	10.80	156.78	
664.00	10.80	157.56	
672.00	10.80	158.31	
680.00	10.80	159.05	
688.00	10.80	159.77	
696.00	10.80	160.48	
704.00	10.80	161.16	
712.00	10.80	161.82	
720.00	10.80	162.47	
728.00	10.80	163.10	
736.00	10.80	163.71	
744.00	10.80	164.30	
752.00	10.80	164.88	
760.00	10.80	165.44	
768.00	10.80	165.98	
776.00	10.80	166.50	
784.00	10.80	167.01	
792.00	10.80	167.51	
800.00	10.80	167.99	
0.00	11.10	62.03	
8.00	11.10	62.57	
16.00	11.10	63.16	
24.00	11.10	63.78	
32.00	11.10	64.45	
40.00	11.10	65.16	
48.00	11.10	65.91	
56.00	11.10	66.70	
64.00	11.10	67.53	
72.00	11.10	68.39	
80.00	11.10	69.29	
88.00	11.10	70.23	
96.00	11.10	71.20	
104.00	11.10	72.21	
112.00	11.10	73.25	
120.00	11.10	74.32	
128.00	11.10	75.43	
136.00	11.10	76.56	
144.00	11.10	77.72	
152.00	11.10	78.91	
160.00	11.10	80.13	
168.00	11.10	81.36	
176.00	11.10	82.63	
184.00	11.10	83.91	
192.00	11.10	85.22	
200.00	11.10	86.54	
208.00	11.10	87.88	
216.00	11.10	89.24	
224.00	11.10	90.61	
232.00	11.10	92.00	
240.00	11.10	93.39	
248.00	11.10	94.80	
256.00	11.10	96.22	
264.00	11.10	97.65	
272.00	11.10	99.08	
280.00	11.10	100.52	
288.00	11.10	101.96	
296.00	11.10	103.40	
304.00	11.10	104.85	
312.00	11.10	106.29	
320.00	11.10	107.74	
328.00	11.10	109.18	
336.00	11.10	110.62	
344.00	11.10	112.05	
352.00	11.10	113.48	
360.00	11.10	114.90	
368.00	11.10	116.32	
376.00	11.10	117.73	
384.00	11.10	119.12	
392.00	11.10	120.51	
400.00	11.10	121.89	
408.00	11.10	123.25	
416.00	11.10	124.60	
424.00	11.10	125.94	
432.00	11.10	127.27	
440.00	11.10	128.58	
448.00	11.10	129.87	
456.00	11.10	131.15	
464.00	11.10	132.41	
472.00	11.10	133.66	
480.00	11.10	134.88	
488.00	11.10	136.09	
496.00	11.10	137.29	
504.00	11.10	138.46	
512.00	11.10	139.61	
520.00	11.10	140.75	
528.00	11.10	141.87	
536.00	11.10	142.96	
544.00	11.10	144.04	
552.00	11.10	145.09	
560.00	11.10	146.13	
568.00	11.10	147.15	
576.00	11.10	148.14	
584.00	11.10	149.12	
592.00	11.10	150.07	
600.00	11.10	151.01	
608.00	11.10	151.92	
616.00	11.10	152.82	
624.00	11.10	153.69	
632.00	11.10	154.54	
640.00	11.10	155.38	
648.00	11.10	156.19	
656.00	11.10	156.98	
664.00	11.10	157.76	
672.00	11.10	158.51	
680.00	11.10	159.25	
688.00	11.10	159.96	
696.00	11.10	160.66	
704.00	11.10	161.34	
712.00	11.10	162.00	
720.00	11.10	162.64	
728.00	11.10	163.26	
736.00	11.10	163.87	
744.00	11.10	164.46	
752.00	11.10	165.03	
760.00	11.10	165.58	
768.00	11.10	166.12	
776.00	11.10	166.64	
784.00	11.10	167.15	
792.00	11.10	167.64	
800.00	11.10	168.12	
0.00	11.40	62.07	
8.00	11.40	62.63	
16.00	11.40	63.22	
24.00	11.40	63.86	
32.00	11.40	64.53	
40.00	11.40	65.25	
48.00	11.40	66.01	
56.00	11.40	66.81	
64.00	11.40	67.64	
72.00	11.40	68.52	
80.00	11.40	69.43	
88.00	11.40	70.37	
96.00	11.40	71.35	
104.00	11.40	72.37	
112.00	11.40	73.42	
120.00	11.40	74.50	
128.00	11.40	75.61	
136.00	11.40	76.75	
144.00	11.40	77.92	
152.00	11.40	79.12	
160.00	11.40	80.34	
168.00	11.40	81.59	
176.00	11.40	82.86	
184.00	11.40	84.15	
192.00	11.40	85.46	
200.00	11.40	86.79	
208.00	11.40	88.14	
216.00	11.40	89.50	
224.00	11.40	90.88	
232.00	11.40	92.27	
240.00	11.40	93.67	
248.00	11.40	95.08	
256.00	11.40	96.51	
264.00	11.40	97.94	
272.00	11.40	99.37	
280.00	11.40	100.81	
288.00	11.40	102.26	
296.00	11.40	103.70	
304.00	11.40	105.15	
312.00	11.40	106.60	
320.00	11.40	108.04	
328.00	11.40	109.49	
336.00	11.40	110.93	
344.00	11.40	112.36	
352.00	11.40	113.79	
360.00	11.40	115.22	
368.00	11.40	116.63	
376.00	11.40	118.04	
384.00	11.40	119.44	
392.00	11.40	120.82	
400.00	11.40	122.20	
408.00	11.40	123.56	
416.00	11.40	124.91	
424.00	11.40	126.25	
432.00	11.40	127.57	
440.00	11.40	128.88	
448.00	11.40	130.17	
456.00	11.40	131.45	
464.00	11.40	132.71	
472.00	11.40	133.95	
480.00	11.40	135.17	
488.00	11.40	136.38	
496.00	11.40	137.57	
504.00	11.40	138.74	
512.00	11.40	139.89	
520.00	11.40	141.02	
528.00	11.40	142.13	
536.00	11.40	143.23	
544.00	11.40	144.30	
552.00	11.40	145.35	
560.00	11.40	146.38	
568.00	11.40	147.40	
576.00	11.40	148.39	
584.00	11.40	149.36	
592.00	11.40	150.31	
600.00	11.40	151.24	
608.00	11.40	152.15	
616.00	11.40	153.04	
624.00	11.40	153.91	
632.00	11.40	154.76	
640.00	11.40	155.59	
648.00	11.40	156.39	
656.00	11.40	157.18	
664.00	11.40	157.95	
672.00	11.40	158.70	
680.00	11.40	159.43	
688.00	11.40	160.15	
696.00	11.40	160.84	
704.00	11.40	161.51	
712.00	11.40	162.17	
720.00	11.40	162.81	
728.00	11.40	163.42	
736.00	11.40	164.03	
744.00	11.40	164.61	
752.00	11.40	165.18	
760.00	11.40	165.73	
768.00	11.40	166.26	
776.00	11.40	166.78	
784.00	11.40	167.28	
792.00	11.40	167.77	
800.00	11.40	168.24	
0.00	11.70	62.12	
8.00	11.70	62.68	
16.00	11.70	63.29	
24.00	11.70	63.93	
32.00	11.70	64.62	
40.00	11.70	65.34	
48.00	11.70	66.11	
56.00	11.70	66.91	
64.00	11.70	67.76	
72.00	11.70	68.64	
80.00	11.70	69.56	
88.00	11.70	70.51	
96.00	11.70	71.50	
104.00	11.70	72.53	
112.00	11.70	73.59	
120.00	11.70	74.68	
128.00	11.70	75.79	
136.00	11.70	76.94	
144.00	11.70	78.12	
152.00	11.70	79.33	
160.00	11.70	80.55	
168.00	11.70	81.81	
176.00	11.70	83.08	
184.00	11.70	84.38	
192.00	11.70	85.70	
200.00	11.70	87.04	
208.00	11.70	88.39	
216.00	11.70	89.76	
224.00	11.70	91.14	
232.00	11.70	92.54	
240.00	11.70	93.94	
248.00	11.70	95.36	
256.00	11.70	96.79	
264.00	11.70	98.22	
272.00	11.70	99.66	
280.00	11.70	101.10	
288.00	11.70	102.55	
296.00	11.70	104.00	
304.00	11.70	105.45	
312.00	11.70	106.90	
320.00	11.70	108.35	
328.00	11.70	109.79	
336.00	11.70	111.23	
344.00	11.70	112.67	
352.00	11.70	114.10	
360.00	11.70	115.52	
368.00	11.70	116.94	
376.00	11.70	118.35	
384.00	11.70	119.74	
392.00	11.70	121.13	
400.00	11.70	122.50	
408.00	11.70	123.87	
416.00	11.70	125.21	
424.00	11.70	126.55	
432.00	11.70	127.87	
440.00	11.70	129.18	
448.00	11.70	130.47	
456.00	11.70	131.74	
464.00	11.70	133.00	
472.00	11.70	134.24	
480.00	11.70	135.46	
488.00	11.70	136.66	
496.00	11.70	137.85	
504.00	11.70	139.01	
512.00	11.70	140.16	
520.00	11.70	141.29	
528.00	11.70	142.40	
536.00	11.70	143.49	
544.00	11.70	144.56	
552.00	11.70	145.61	
560.00	11.70	146.63	
568.00	11.70	147.64	
576.00	11.70	148.63	
584.00	11.70	149.60	
592.00	11.70	150.54	
600.00	11.70	151.47	
608.00	11.70	152.37	
616.00	11.70	153.26	
624.00	11.70	154.12	
632.00	11.70	154.97	
640.00	11.70	155.79	
648.00	11.70	156.60	
656.00	11.70	157.38	
664.00	11.70	158.15	
672.00	11.70	158.89	
680.00	11.70	159.62	
688.00	11.70	160.33	
696.00	11.70	161.01	
704.00	11.70	161.68	
712.00	11.70	162.34	
720.00	11.70	162.97	
728.00	11.70	163.58	
736.00	11.70	164.18	
744.00	11.70	164.76	
752.00	11.70	165.33	
760.00	11.70	165.87	
768.00	11.70	166.40	
776.00	11.70	166.92	
784.00	11.70	167.42	
792.00	11.70	167.90	
800.00	11.70	168.37	
0.00	12.00	62.17	
8.00	12.00	62.74	
16.00	12.00	63.35	
24.00	12.00	64.00	
32.00	12.00	64.70	
40.00	12.00	65.43	
48.00	12.00	66.20	
56.00	12.00	67.02	
64.00	12.00	67.87	
72.00	12.00	68.76	
80.00	12.00	69.69	
88.00	12.00	70.65	
96.00	12.00	71.65	
104.00	12.00	72.68	
112.00	12.00	73.75	
120.00	12.00	74.85	
128.00	12.00	75.98	
136.00	12.00	77.13	
144.00	12.00	78.32	
152.00	12.00	79.53	
160.00	12.00	80.76	
168.00	12.00	82.03	
176.00	12.00	83.31	
184.00	12.00	84.61	
192.00	12.00	85.94	
200.00	12.00	87.28	
208.00	12.00	88.64	
216.00	12.00	90.01	
224.00	12.00	91.40	
232.00	12.00	92.80	
240.00	12.00	94.21	
248.00	12.00	95.63	
256.00	12.00	97.06	
264.00	12.00	98.50	
272.00	12.00	99.94	
280.00	12.00	101.39	
288.00	12.00	102.84	
296.00	12.00	104.29	
304.00	12.00	105.74	
312.00	12.00	107.20	
320.00	12.00	108.65	
328.00	12.00	110.09	
336.00	12.00	111.53	
344.00	12.00	112.97	
352.00	12.00	114.40	
360.00	12.00	115.83	
368.00	12.00	117.24	
376.00	12.00	118.65	
384.00	12.00	120.05	
392.00	12.00	121.43	
400.00	12.00	122.80	
408.00	12.00	124.16	
416.00	12.00	125.51	
424.00	12.00	126.85	
432.00	12.00	128.17	
440.00	12.00	129.47	
448.00	12.00	130.76	
456.00	12.00	132.03	
464.00	12.00	133.28	
472.00	12.00	134.52	
480.00	12.00	135.74	
488.00	12.00	136.94	
496.00	12.00	138.12	
504.00	12.00	139.29	
512.00	12.00	140.43	
520.00	12.00	141.55	
528.00	12.00	142.66	
536.00	12.00	143.74	
544.00	12.00	144.81	
552.00	12.00	145.85	
560.00	12.00	146.88	
568.00	12.00	147.88	
576.00	12.00	148.87	
584.00	12.00	149.83	
592.00	12.00	150.77	
600.00	12.00	151.69	
608.00	12.00	152.59	
616.00	12.00	153.47	
624.00	12.00	154.34	
632.00	12.00	155.18	
640.00	12.00	156.00	
648.00	12.00	156.80	
656.00	12.00	157.58	
664.00	12.00	158.34	
672.00	12.00	159.08	
680.00	12.00	159.80	
688.00	12.00	160.50	
696.00	12.00	161.19	
704.00	12.00	161.85	
712.00	12.00	162.50	
720.00	12.00	163.13	
728.00	12.00	163.74	
736.00	12.00	164.33	
744.00	12.00	164.91	
752.00	12.00	165.47	
760.00	12.00	166.01	
768.00	12.00	166.54	
776.00	12.00	167.05	
784.00	12.00	167.54	
792.00	12.00	168.02	
800.00	12.00	168.49	
0.00	12.30	62.22	
8.00	12.30	62.79	
16.00	12.30	63.41	
24.00	12.30	64.07	
32.00	12.30	64.77	
40.00	12.30	65.52	
48.00	12.30	66.30	
56.00	12.30	67.12	
64.00	12.30	67.98	
72.00	12.30	68.88	
80.00	12.30	69.82	
88.00	12.30	70.79	
96.00	12.30	71.80	
104.00	12.30	72.84	
112.00	12.30	73.91	
120.00	12.30	75.02	
128.00	12.30	76.15	
136.00	12.30	77.32	
144.00	12.30	78.51	
152.00	12.30	79.73	
160.00	12.30	80.97	
168.00	12.30	82.24	
176.00	12.30	83.53	
184.00	12.30	84.84	
192.00	12.30	86.17	
200.00	12.30	87.52	
208.00	12.30	88.88	
216.00	12.30	90.26	
224.00	12.30	91.65	
232.00	12.30	93.06	
240.00	12.30	94.48	
248.00	12.30	95.90	
256.00	12.30	97.34	
264.00	12.30	98.78	
272.00	12.30	100.22	
280.00	12.30	101.67	
288.00	12.30	103.13	
296.00	12.30	104.58	
304.00	12.30	106.03	
312.00	12.30	107.49	
320.00	12.30	108.94	
328.00	12.30	110.39	
336.00	12.30	111.83	
344.00	12.30	113.27	
352.00	12.30	114.70	
360.00	12.30	116.12	
368.00	12.30	117.54	
376.00	12.30	118.95	
384.00	12.30	120.34	
392.00	12.30	121.73	
400.00	12.30	123.10	
408.00	12.30	124.46	
416.00	12.30	125.81	
424.00	12.30	127.14	
432.00	12.30	128.45	
440.00	12.30	129.76	
448.00	12.30	131.04	
456.00	12.30	132.31	
464.00	12.30	133.56	
472.00	12.30	134.80	
480.00	12.30	136.01	
488.00	12.30	137.21	
496.00	12.30	138.39	
504.00	12.30	139.55	
512.00	12.30	140.69	
520.00	12.30	141.81	
528.00	12.30	142.92	
536.00	12.30	144.00	
544.00	12.30	145.06	
552.00	12.30	146.10	
560.00	12.30	147.12	
568.00	12.30	148.12	
576.00	12.30	149.10	
584.00	12.30	150.06	
592.00	12.30	151.00	
600.00	12.30	151.91	
608.00	12.30	152.81	
616.00	12.30	153.69	
624.00	12.30	154.54	
632.00	12.30	155.38	
640.00	12.30	156.19	
648.00	12.30	156.99	
656.00	12.30	157.77	
664.00	12.30	158.52	
672.00	12.30	159.26	
680.00	12.30	159.98	
688.00	12.30	160.68	
696.00	12.30	161.36	
704.00	12.30	162.02	
712.00	12.30	162.66	
720.00	12.30	163.29	
728.00	12.30	163.89	
736.00	12.30	164.48	
744.00	12.30	165.06	
752.00	12.30	165.61	
760.00	12.30	166.15	
768.00	12.30	166.67	
776.00	12.30	167.18	
784.00	12.30	167.67	
792.00	12.30	168.15	
800.00	12.30	168.61	
0.00	12.60	62.26	
8.00	12.60	62.85	
16.00	12.60	63.47	
24.00	12.60	64.14	
32.00	12.60	64.85	
40.00	12.60	65.60	
48.00	12.60	66.39	
56.00	12.60	67.22	
64.00	12.60	68.09	
72.00	12.60	69.00	
80.00	12.60	69.95	
88.00	12.60	70.93	
96.00	12.60	71.94	
104.00	12.60	72.99	
112.00	12.60	74.07	
120.00	12.60	75.18	
128.00	12.60	76.33	
136.00	12.60	77.50	
144.00	12.60	78.70	
152.00	12.60	79.93	
160.00	12.60	81.18	
168.00	12.60	82.45	
176.00	12.60	83.75	
184.00	12.60	85.06	
192.00	12.60	86.40	
200.00	12.60	87.75	
208.00	12.60	89.12	
216.00	12.60	90.51	
224.00	12.60	91.91	
232.00	12.60	93.32	
240.00	12.60	94.74	
248.00	12.60	96.17	
256.00	12.60	97.61	
264.00	12.60	99.05	
272.00	12.60	100.50	
280.00	12.60	101.95	
288.00	12.60	103.41	
296.00	12.60	104.86	
304.00	12.60	106.32	
312.00	12.60	107.78	
320.00	12.60	109.23	
328.00	12.60	110.68	
336.00	12.60	112.12	
344.00	12.60	113.56	
352.00	12.60	114.99	
360.00	12.60	116.42	
368.00	12.60	117.83	
376.00	12.60	119.24	
384.00	12.60	120.63	
392.00	12.60	122.02	
400.00	12.60	123.39	
408.00	12.60	124.75	
416.00	12.60	126.09	
424.00	12.60	127.42	
432.00	12.60	128.74	
440.00	12.60	130.04	
448.00	12.60	131.32	
456.00	12.60	132.59	
464.00	12.60	133.84	
472.00	12.60	135.07	
480.00	12.60	136.28	
488.00	12.60	137.48	
496.00	12.60	138.66	
504.00	12.60	139.81	
512.00	12.60	140.95	
520.00	12.60	142.07	
528.00	12.60	143.17	
536.00	12.60	144.24	
544.00	12.60	145.30	
552.00	12.60	146.34	
560.00	12.60	147.36	
568.00	12.60	148.35	
576.00	12.60	149.33	
584.00	12.60	150.28	
592.00	12.60	151.22	
600.00	12.60	152.13	
608.00	12.60	153.02	
616.00	12.60	153.90	
624.00	12.60	154.75	
632.00	12.60	155.58	
640.00	12.60	156.39	
648.00	12.60	157.18	
656.00	12.60	157.95	
664.00	12.60	158.71	
672.00	12.60	159.44	
680.00	12.60	160.15	
688.00	12.60	160.85	
696.00	12.60	161.52	
704.00	12.60	162.18	
712.00	12.60	162.82	
720.00	12.60	163.44	
728.00	12.60	164.04	
736.00	12.60	164.63	
744.00	12.60	165.20	
752.00	12.60	165.75	
760.00	12.60	166.29	
768.00	12.60	166.80	
776.00	12.60	167.31	
784.00	12.60	167.79	
792.00	12.60	168.27	
800.00	12.60	168.72	
0.00	12.90	62.31	
8.00	12.90	62.90	
16.00	12.90	63.53	
24.00	12.90	64.21	
32.00	12.90	64.93	
40.00	12.90	65.69	
48.00	12.90	66.49	
56.00	12.90	67.33	
64.00	12.90	68.20	
72.00	12.90	69.12	
80.00	12.90	70.07	
88.00	12.90	71.06	
96.00	12.90	72.08	
104.00	12.90	73.14	
112.00	12.90	74.23	
120.00	12.90	75.35	
128.00	12.90	76.50	
136.00	12.90	77.68	
144.00	12.90	78.89	
152.00	12.90	80.12	
160.00	12.90	81.38	
168.00	12.90	82.66	
176.00	12.90	83.96	
184.00	12.90	85.28	
192.00	12.90	86.63	
200.00	12.90	87.99	
208.00	12.90	89.36	
216.00	12.90	90.75	
224.00	12.90	92.15	
232.00	12.90	93.57	
240.00	12.90	94.99	
248.00	12.90	96.43	
256.00	12.90	97.87	
264.00	12.90	99.32	
272.00	12.90	100.77	
280.00	12.90	102.23	
288.00	12.90	103.68	
296.00	12.90	105.14	
304.00	12.90	106.60	
312.00	12.90	108.06	
320.00	12.90	109.51	
328.00	12.90	110.96	
336.00	12.90	112.41	
344.00	12.90	113.85	
352.00	12.90	115.28	
360.00	12.90	116.71	
368.00	12.90	118.12	
376.00	12.90	119.53	
384.00	12.90	120.92	
392.00	12.90	122.31	
400.00	12.90	123.68	
408.00	12.90	125.03	
416.00	12.90	126.38	
424.00	12.90	127.71	
432.00	12.90	129.02	
440.00	12.90	130.32	
448.00	12.90	131.60	
456.00	12.90	132.86	
464.00	12.90	134.11	
472.00	12.90	135.34	
480.00	12.90	136.55	
488.00	12.90	137.74	
496.00	12.90	138.92	
504.00	12.90	140.07	
512.00	12.90	141.20	
520.00	12.90	142.32	
528.00	12.90	143.41	
536.00	12.90	144.49	
544.00	12.90	145.54	
552.00	12.90	146.58	
560.00	12.90	147.59	
568.00	12.90	148.58	
576.00	12.90	149.55	
584.00	12.90	150.50	
592.00	12.90	151.43	
600.00	12.90	152.34	
608.00	12.90	153.23	
616.00	12.90	154.10	
624.00	12.90	154.95	
632.00	12.90	155.78	
640.00	12.90	156.58	
648.00	12.90	157.37	
656.00	12.90	158.14	
664.00	12.90	158.89	
672.00	12.90	159.62	
680.00	12.90	160.32	
688.00	12.90	161.02	
696.00	12.90	161.69	
704.00	12.90	162.34	
712.00	12.90	162.98	
720.00	12.90	163.59	
728.00	12.90	164.19	
736.00	12.90	164.77	
744.00	12.90	165.34	
752.00	12.90	165.89	
760.00	12.90	166.42	
768.00	12.90	166.93	
776.00	12.90	167.43	
784.00	12.90	167.92	
792.00	12.90	168.38	
800.00	12.90	168.84	
0.00	13.20	62.35	
8.00	13.20	62.95	
16.00	13.20	63.59	
24.00	13.20	64.28	
32.00	13.20	65.00	
40.00	13.20	65.77	
48.00	13.20	66.58	
56.00	13.20	67.43	
64.00	13.20	68.31	
72.00	13.20	69.24	
80.00	13.20	70.20	
88.00	13.20	71.19	
96.00	13.20	72.22	
104.00	13.20	73.29	
112.00	13.20	74.38	
120.00	13.20	75.51	
128.00	13.20	76.67	
136.00	13.20	77.86	
144.00	13.20	79.07	
152.00	13.20	80.31	
160.00	13.20	81.58	
168.00	13.20	82.86	
176.00	13.20	84.17	
184.00	13.20	85.50	
192.00	13.20	86.85	
200.00	13.20	88.21	
208.00	13.20	89.59	
216.00	13.20	90.99	
224.00	13.20	92.40	
232.00	13.20	93.82	
240.00	13.20	95.25	
248.00	13.20	96.68	
256.00	13.20	98.13	
264.00	13.20	99.58	
272.00	13.20	101.04	
280.00	13.20	102.50	
288.00	13.20	103.96	
296.00	13.20	105.42	
304.00	13.20	106.88	
312.00	13.20	108.34	
320.00	13.20	109.79	
328.00	13.20	111.24	
336.00	13.20	112.69	
344.00	13.20	114.13	
352.00	13.20	115.57	
360.00	13.20	116.99	
368.00	13.20	118.41	
376.00	13.20	119.81	
384.00	13.20	121.20	
392.00	13.20	122.59	
400.00	13.20	123.96	
408.00	13.20	125.31	
416.00	13.20	126.66	
424.00	13.20	127.98	
432.00	13.20	129.30	
440.00	13.20	130.59	
448.00	13.20	131.87	
456.00	13.20	133.13	
464.00	13.20	134.38	
472.00	13.20	135.60	
480.00	13.20	136.81	
488.00	13.20	138.00	
496.00	13.20	139.17	
504.00	13.20	140.32	
512.00	13.20	141.45	
520.00	13.20	142.57	
528.00	13.20	143.66	
536.00	13.20	144.73	
544.00	13.20	145.78	
552.00	13.20	146.81	
560.00	13.20	147.82	
568.00	13.20	148.80	
576.00	13.20	149.77	
584.00	13.20	150.72	
592.00	13.20	151.65	
600.00	13.20	152.55	
608.00	13.20	153.44	
616.00	13.20	154.30	
624.00	13.20	155.14	
632.00	13.20	155.97	
640.00	13.20	156.77	
648.00	13.20	157.56	
656.00	13.20	158.32	
664.00	13.20	159.06	
672.00	13.20	159.79	
680.00	13.20	160.49	
688.00	13.20	161.18	
696.00	13.20	161.85	
