HF simulation data file
Last updated date: 2015-08-25, 14:35:07

Unit settings
Parameter	Input unit	IU id	Output unit	OU id
Fluid volume	m^3	6	m^3	6
Fracture length	m	5	m	5
Fracture aperture	cm 	1	cm 	1
Fracture height	m	5	m	5
Injection rate	m^3/min	8	m^3/min	8
Leakoff coefficient	cm/min^1/2	1	cm/min^1/2	1
Pressure	MPa	8	MPa	8
Spurt loss	cm	1	cm	1
Time	min	3	min	3
Young's modulus	GPa	5	GPa	5
Borehole radius	m	5	m	5
Fluid viscosity	cP	3	cP	3

Base data
Parameter	Value	Unit
Young's modulus	30	GPa
Poisson's ratio	0.25	fraction
Injection rate into the borehole	3	m^3/min
fluid viscosity	1	cP
Leakoff coefficient	0.0015	cm/min^1/2
Spurt loss	0.001	cm
Borehole radius	0.10795	m

Fracture type
Radial fracture

Injection parameter
By total injection time:	60	min

Calculation results
Injection time	Injected volume	Fracture length	Maximum fracture aperture	Average fracture aperture	Net fluid pressure
min	m^3	m	cm 	cm 	MPa
0.016667	0.050000	3.809336	0.098104	0.052322	3.236299
0.316583	0.949750	14.034070	0.135916	0.072489	1.217020
0.616500	1.849500	18.814483	0.146251	0.078001	0.976824
0.916417	2.749250	22.385977	0.152746	0.081465	0.857440
1.216333	3.649000	25.337322	0.157549	0.084026	0.781385
1.516250	4.548750	27.896393	0.161385	0.086072	0.726983
1.816167	5.448500	30.179411	0.164590	0.087781	0.685334
2.116083	6.348250	32.254987	0.167350	0.089253	0.651985
2.416000	7.248000	34.167557	0.169777	0.090548	0.624418
2.715917	8.147750	35.947808	0.171947	0.091705	0.601079
3.015833	9.047500	37.617964	0.173910	0.092752	0.580950
3.315750	9.947250	39.194721	0.175704	0.093709	0.563333
3.615667	10.847000	40.690986	0.177358	0.094591	0.547724
3.915583	11.746750	42.116980	0.178892	0.095409	0.533756
4.215500	12.646500	43.480957	0.180323	0.096172	0.521148
4.515417	13.546250	44.789691	0.181665	0.096888	0.509685
4.815333	14.446000	46.048825	0.182928	0.097562	0.499197
5.115250	15.345750	47.263113	0.184122	0.098199	0.489546
5.415167	16.245500	48.436607	0.185255	0.098802	0.480624
5.715083	17.145250	49.572791	0.186332	0.099377	0.472338
6.015000	18.045000	50.674689	0.187359	0.099925	0.464614
6.314917	18.944750	51.744941	0.188340	0.100448	0.457388
6.614833	19.844500	52.785870	0.189280	0.100949	0.450606
6.914750	20.744250	53.799535	0.190182	0.101431	0.444224
7.214667	21.644000	54.787765	0.191050	0.101893	0.438201
7.514583	22.543750	55.752199	0.191885	0.102339	0.432503
7.814500	23.443500	56.694308	0.192691	0.102768	0.427101
8.114417	24.343250	57.615421	0.193469	0.103183	0.421970
8.414333	25.243000	58.516742	0.194221	0.103584	0.417086
8.714250	26.142750	59.399367	0.194949	0.103973	0.412429
9.014167	27.042500	60.264293	0.195655	0.104349	0.407982
9.314083	27.942250	61.112438	0.196340	0.104715	0.403728
9.614000	28.842000	61.944639	0.197005	0.105069	0.399653
9.913917	29.741750	62.761670	0.197651	0.105414	0.395744
10.213833	30.641500	63.564246	0.198280	0.105749	0.391991
10.513750	31.541250	64.353026	0.198892	0.106076	0.388382
10.813667	32.441000	65.128623	0.199489	0.106394	0.384908
11.113583	33.340750	65.891607	0.200071	0.106704	0.381560
11.413500	34.240500	66.642508	0.200638	0.107007	0.378331
11.713417	35.140250	67.381819	0.201192	0.107303	0.375214
12.013333	36.040000	68.110004	0.201734	0.107591	0.372201
12.313250	36.939750	68.827496	0.202263	0.107874	0.369287
12.613167	37.839500	69.534700	0.202780	0.108150	0.366467
12.913083	38.739250	70.231998	0.203287	0.108420	0.363734
13.213000	39.639000	70.919750	0.203783	0.108684	0.361086
13.512917	40.538750	71.598292	0.204268	0.108943	0.358516
13.812833	41.438500	72.267945	0.204744	0.109197	0.356022
14.112750	42.338250	72.929010	0.205211	0.109446	0.353598
14.412667	43.238000	73.581771	0.205669	0.109690	0.351243
14.712583	44.137750	74.226498	0.206118	0.109929	0.348953
15.012500	45.037500	74.863447	0.206559	0.110165	0.346723
15.312417	45.937250	75.492862	0.206991	0.110395	0.344553
15.612333	46.837000	76.114972	0.207416	0.110622	0.342439
15.912250	47.736750	76.729997	0.207834	0.110845	0.340378
16.212167	48.636500	77.338145	0.208245	0.111064	0.338369
16.512083	49.536250	77.939616	0.208649	0.111279	0.336408
16.812000	50.436000	78.534600	0.209046	0.111491	0.334495
17.111917	51.335750	79.123276	0.209436	0.111699	0.332627
17.411833	52.235500	79.705819	0.209821	0.111904	0.330802
17.711750	53.135250	80.282394	0.210199	0.112106	0.329019
18.011667	54.035000	80.853158	0.210572	0.112305	0.327275
18.311583	54.934750	81.418264	0.210939	0.112501	0.325570
18.611500	55.834500	81.977855	0.211300	0.112693	0.323902
18.911417	56.734250	82.532072	0.211656	0.112883	0.322269
19.211333	57.634000	83.081048	0.212007	0.113071	0.320671
19.511250	58.533750	83.624911	0.212354	0.113255	0.319105
19.811167	59.433500	84.163784	0.212695	0.113437	0.317572
20.111083	60.333250	84.697785	0.213031	0.113617	0.316069
20.411000	61.233000	85.227029	0.213363	0.113794	0.314596
20.710917	62.132750	85.751624	0.213691	0.113969	0.313151
21.010833	63.032500	86.271677	0.214014	0.114141	0.311734
21.310750	63.932250	86.787289	0.214333	0.114311	0.310344
21.610667	64.832000	87.298558	0.214648	0.114479	0.308980
21.910583	65.731750	87.805578	0.214959	0.114645	0.307641
22.210500	66.631500	88.308441	0.215266	0.114809	0.306326
22.510417	67.531250	88.807235	0.215570	0.114971	0.305035
22.810333	68.431000	89.302045	0.215869	0.115130	0.303766
23.110250	69.330750	89.792952	0.216165	0.115288	0.302520
23.410167	70.230500	90.280037	0.216458	0.115444	0.301295
23.710083	71.130250	90.763376	0.216747	0.115598	0.300091
24.010000	72.030000	91.243044	0.217033	0.115751	0.298907
24.309917	72.929750	91.719112	0.217315	0.115902	0.297742
24.609833	73.829500	92.191650	0.217595	0.116051	0.296597
24.909750	74.729250	92.660727	0.217871	0.116198	0.295470
25.209667	75.629000	93.126406	0.218144	0.116344	0.294361
25.509583	76.528750	93.588753	0.218415	0.116488	0.293270
25.809500	77.428500	94.047827	0.218682	0.116630	0.292196
26.109417	78.328250	94.503690	0.218946	0.116771	0.291138
26.409333	79.228000	94.956398	0.219208	0.116911	0.290096
26.709250	80.127750	95.406009	0.219467	0.117049	0.289070
27.009167	81.027500	95.852577	0.219724	0.117186	0.288060
27.309083	81.927250	96.296154	0.219977	0.117321	0.287064
27.609000	82.827000	96.736793	0.220229	0.117455	0.286083
27.908917	83.726750	97.174544	0.220477	0.117588	0.285116
28.208833	84.626500	97.609455	0.220724	0.117719	0.284162
28.508750	85.526250	98.041574	0.220967	0.117849	0.283223
28.808667	86.426000	98.470948	0.221209	0.117978	0.282296
29.108583	87.325750	98.897620	0.221448	0.118106	0.281382
29.408500	88.225500	99.321635	0.221685	0.118232	0.280480
29.708417	89.125250	99.743036	0.221920	0.118357	0.279591
30.008333	90.025000	100.161863	0.222153	0.118481	0.278714
30.308250	90.924750	100.578158	0.222383	0.118604	0.277848
30.608167	91.824500	100.991960	0.222611	0.118726	0.276994
30.908083	92.724250	101.403307	0.222838	0.118847	0.276151
31.208000	93.624000	101.812237	0.223062	0.118966	0.275319
31.507917	94.523750	102.218786	0.223284	0.119085	0.274497
31.807833	95.423500	102.622989	0.223505	0.119203	0.273686
32.107750	96.323250	103.024883	0.223723	0.119319	0.272885
32.407667	97.223000	103.424500	0.223940	0.119435	0.272093
32.707583	98.122750	103.821874	0.224155	0.119549	0.271312
33.007500	99.022500	104.217038	0.224368	0.119663	0.270540
33.307417	99.922250	104.610022	0.224579	0.119775	0.269777
