HF simulation data file
Last updated date: 2015-08-25, 10:28:24

Unit settings
Parameter	Input unit	IU id	Output unit	OU id
Fluid volume	m^3	6	m^3	6
Fracture length	m	5	m	5
Fracture aperture	cm 	1	cm 	1
Fracture height	m	5	m	5
Injection rate	m^3/min	8	m^3/min	8
Leakoff coefficient	cm/min^1/2	1	cm/min^1/2	1
Pressure	MPa	8	MPa	8
Spurt loss	cm	1	cm	1
Time	min	3	min	3
Young's modulus	GPa	5	GPa	5
Borehole radius	m	5	m	5
Fluid viscosity	cP	3	cP	3

Base data
Parameter	Value	Unit
Young's modulus	30	GPa
Poisson's ratio	0.25	fraction
Injection rate into the borehole	1	m^3/min
fluid viscosity	1	cP
Leakoff coefficient	0.0015	cm/min^1/2
Spurt loss	0.001	cm
Borehole radius	0.10795	m

Fracture type
PKN fracture, height:	60	m

Injection parameter
By total injected volume:	60	m^3

Calculation results
Injection time	Injected volume	Fracture length	Maximum fracture aperture	Average fracture aperture	Net fluid pressure
min	m^3	m	cm 	cm 	MPa
0.016667	0.016667	0.554591	0.035851	0.022526	0.095603
0.316583	0.316583	5.875288	0.064679	0.040639	0.172478
0.616500	0.616500	9.967267	0.073816	0.046380	0.196843
0.916417	0.916417	13.632789	0.079828	0.050157	0.212874
1.216333	1.216333	17.039806	0.084406	0.053034	0.225083
1.516250	1.516250	20.263859	0.088143	0.055382	0.235048
1.816167	1.816167	23.347642	0.091320	0.057378	0.243521
2.116083	2.116083	26.318438	0.094096	0.059122	0.250923
2.416000	2.416000	29.195099	0.096568	0.060676	0.257516
2.715917	2.715917	31.991385	0.098802	0.062079	0.263472
3.015833	3.015833	34.717748	0.100843	0.063361	0.268914
3.315750	3.315750	37.382377	0.102725	0.064544	0.273932
3.615667	3.615667	39.991854	0.104472	0.065642	0.278592
3.915583	3.915583	42.551570	0.106105	0.066668	0.282947
4.215500	4.215500	45.066021	0.107639	0.067632	0.287037
4.515417	4.515417	47.539005	0.109086	0.068541	0.290897
4.815333	4.815333	49.973772	0.110457	0.069402	0.294552
5.115250	5.115250	52.373132	0.111760	0.070221	0.298025
5.415167	5.415167	54.739535	0.113001	0.071001	0.301336
5.715083	5.715083	57.075138	0.114188	0.071746	0.304500
6.015000	6.015000	59.381850	0.115324	0.072460	0.307531
6.314917	6.314917	61.661373	0.116415	0.073146	0.310441
6.614833	6.614833	63.915233	0.117465	0.073805	0.313240
6.914750	6.914750	66.144806	0.118476	0.074441	0.315937
7.214667	7.214667	68.351338	0.119452	0.075054	0.318539
7.514583	7.514583	70.535961	0.120395	0.075647	0.321055
7.814500	7.814500	72.699709	0.121308	0.076220	0.323489
8.114417	8.114417	74.843532	0.122193	0.076776	0.325848
8.414333	8.414333	76.968300	0.123051	0.077315	0.328136
8.714250	8.714250	79.074816	0.123884	0.077839	0.330359
9.014167	9.014167	81.163826	0.124695	0.078348	0.332519
9.314083	9.314083	83.236018	0.125483	0.078843	0.334622
9.614000	9.614000	85.292034	0.126251	0.079326	0.336669
9.913917	9.913917	87.332472	0.126999	0.079796	0.338665
10.213833	10.213833	89.357889	0.127729	0.080255	0.340612
10.513750	10.513750	91.368809	0.128442	0.080702	0.342512
10.813667	10.813667	93.365722	0.129138	0.081140	0.344368
11.113583	11.113583	95.349087	0.129818	0.081567	0.346183
11.413500	11.413500	97.319339	0.130484	0.081985	0.347957
11.713417	11.713417	99.276885	0.131135	0.082395	0.349694
12.013333	12.013333	101.222112	0.131773	0.082795	0.351395
12.313250	12.313250	103.155384	0.132398	0.083188	0.353060
12.613167	12.613167	105.077047	0.133010	0.083573	0.354693
12.913083	12.913083	106.987428	0.133610	0.083950	0.356295
13.213000	13.213000	108.886838	0.134200	0.084320	0.357866
13.512917	13.512917	110.775572	0.134778	0.084683	0.359407
13.812833	13.812833	112.653911	0.135346	0.085040	0.360921
14.112750	14.112750	114.522124	0.135903	0.085391	0.362409
14.412667	14.412667	116.380466	0.136451	0.085735	0.363870
14.712583	14.712583	118.229180	0.136990	0.086073	0.365306
15.012500	15.012500	120.068499	0.137520	0.086406	0.366719
15.312417	15.312417	121.898647	0.138041	0.086734	0.368108
15.612333	15.612333	123.719837	0.138553	0.087056	0.369476
15.912250	15.912250	125.532273	0.139058	0.087373	0.370822
16.212167	16.212167	127.336151	0.139555	0.087685	0.372147
16.512083	16.512083	129.131658	0.140044	0.087992	0.373452
16.812000	16.812000	130.918977	0.140526	0.088295	0.374737
17.111917	17.111917	132.698280	0.141001	0.088594	0.376004
17.411833	17.411833	134.469733	0.141470	0.088888	0.377253
17.711750	17.711750	136.233499	0.141931	0.089178	0.378484
18.011667	18.011667	137.989731	0.142387	0.089464	0.379698
18.311583	18.311583	139.738579	0.142836	0.089746	0.380895
18.611500	18.611500	141.480185	0.143279	0.090025	0.382076
18.911417	18.911417	143.214690	0.143716	0.090299	0.383242
19.211333	19.211333	144.942227	0.144147	0.090570	0.384392
19.511250	19.511250	146.662925	0.144573	0.090838	0.385528
19.811167	19.811167	148.376910	0.144994	0.091102	0.386650
20.111083	20.111083	150.084301	0.145409	0.091363	0.387757
20.411000	20.411000	151.785217	0.145819	0.091621	0.388851
20.710917	20.710917	153.479770	0.146225	0.091876	0.389932
21.010833	21.010833	155.168069	0.146625	0.092127	0.391000
21.310750	21.310750	156.850222	0.147021	0.092376	0.392055
21.610667	21.610667	158.526331	0.147412	0.092622	0.393099
21.910583	21.910583	160.196495	0.147799	0.092865	0.394130
22.210500	22.210500	161.860812	0.148181	0.093105	0.395150
22.510417	22.510417	163.519375	0.148559	0.093343	0.396158
22.810333	22.810333	165.172276	0.148933	0.093578	0.397155
23.110250	23.110250	166.819603	0.149303	0.093810	0.398142
23.410167	23.410167	168.461443	0.149669	0.094040	0.399118
23.710083	23.710083	170.097879	0.150031	0.094267	0.400084
24.010000	24.010000	171.728992	0.150390	0.094493	0.401039
24.309917	24.309917	173.354862	0.150744	0.094716	0.401985
24.609833	24.609833	174.975566	0.151096	0.094936	0.402922
24.909750	24.909750	176.591178	0.151443	0.095155	0.403848
25.209667	25.209667	178.201772	0.151787	0.095371	0.404766
25.509583	25.509583	179.807419	0.152128	0.095585	0.405675
25.809500	25.809500	181.408188	0.152466	0.095797	0.406575
26.109417	26.109417	183.004146	0.152800	0.096007	0.407466
26.409333	26.409333	184.595359	0.153131	0.096215	0.408349
26.709250	26.709250	186.181892	0.153459	0.096421	0.409223
27.009167	27.009167	187.763808	0.153784	0.096625	0.410090
27.309083	27.309083	189.341166	0.154106	0.096827	0.410948
